name,code,zone,state,address,longitude,latitude
PERAMBUR,PER,,,,80.24453299999999,13.10702
ANDHERI,ADH,WR,Maharashtra,"Mumbai, Maharashtra",72.84685300000001,19.1174289
Sindewahi,SYE,SECR,Maharashtra,"Bhendala, Maharashtra",79.668805,20.2955
Suskal,SSKL,?,Gujarat,"State Highway 11, Gujarat",73.806077,22.316377000000003
Srungavarapukota,SUP,ECoR,Andhra Pradesh,"Srungavarapu kota, Andhra Pradesh",83.132531,18.116239
CHENGALPATTU,CGL,,,,79.981519,12.692863999999998
CNP,CNP,,,,,
GOT,GOT,NER,Uttar Pradesh,"MDR 65W, Uttar Pradesh",78.82300099999999,28.870965
TAKHA,TKHA,NCR,Uttar Pradesh,"Takha, Uttar Pradesh",78.76725900000001,27.135742999999998
Dharampur Himachal,DMP,NR,Himachal Pradesh,"Dharampur, Himachal Pradesh",77.023914,30.900491
TADWAL,TVL,SWR,Maharashtra,"Mundhewadi, Maharashtra",75.975729,17.393190999999998
UDAIPUR CITY,UDZ,NWR,Rajasthan,"Udaipur, Rajasthan",73.699632,24.566862
UMRA,UMRA,NWR,Rajasthan,"State Highway 32, Rajasthan",73.771734,24.522588
TITTE,TT,SR,Tamil Nadu,"Thanjavur, Tamil Nadu",79.1834,10.844904
Tangarbasuli,TGB,SER,Jharkhand,"Ranchi, Jharkhand",85.0638054443,23.3740319962
KANGRA MANDIR,KGMR,NR,Himachal Pradesh,"Kangra, Himachal Pradesh",76.276521,32.09448999999999
TONDAMANPATTI,TOM,SR,Tamil Nadu,"Tondaimanpatti, Tamil Nadu",78.823761,10.786552
KOTMI SONAN HLT,KTSH,,,,82.360215,22.024158
TIRUVERUMBUR,TRB,SR,Tamil Nadu,"Thiruverumbur, Tamil Nadu",78.776419,10.787167
PIPARIYA,PPI,WCR,Madhya Pradesh,"Piparia, Madhya Pradesh",78.354538,22.753941
XX-BSBC,XX-BSBC,,,,,
MANDWA,MWA,CR,Madhya Pradesh,"East Nimar, Madhya Pradesh",76.389861,21.517291
NEPANAGAR,NPNR,CR,Madhya Pradesh,"East Nimar, Madhya Pradesh",76.397032,21.463933
UPLETA,UA,WR,Gujarat,"Dist. Rajkot, Gujarat",70.282434,21.746916
SAVDA,SAV,CR,Maharashtra,"Jalgaon, Maharashtra",75.91065900000001,21.111116
HOSDURGA ROAD,HSD,SWR,Karnataka,"Nilagiri Rd, Karnataka",76.1332331232,13.8632737545
Tanakallu,TKU,SCR,Andhra Pradesh,"Tanakallu, Andhra Pradesh",78.201224,13.922427
SINGARAYAKONDA,SKM,,,,80.027126,15.253117999999999
AMBIAPUR,AAP,,,,79.826878,26.515363999999998
TIRUPATTUR JN,TPT,,,,78.561419,12.497951
Vayalpad,VLD,SCR,Andhra Pradesh,"Vayalpadu, Andhra Pradesh",78.624967,13.634506
CHHOTA AMBANA,CAM,,,,86.57461305,23.762753179999997
PAPINAYAKNAHALI,PKL,SWR,Karnataka,"Bellary, Karnataka",76.490876,15.236108999999999
LATTERI,LTI,,,,79.06525500000001,12.966994
Topokal,TPQ,ECoR,Chhattisgarh,"Raikot, Chhattisgarh",81.878645,19.007080000000002
KAVANUR,KVN,,,,78.96927299999999,12.948577
CHINTALPALLI,CLE,SCR,Andhra Pradesh,"Narsampet Rd, Andhra Pradesh",79.701487,17.914855999999997
GUDIYATTAM,GYM,,,,78.916157,12.937470999999999
JHINJHAK,JJK,,,,79.734225,26.554994
VALATHOOR,VLT,,,,78.839324,12.889517
UDHAMPUR,UHP,NR,Jammu and Kashmir,"Railway road, Jammu and Kashmir",75.154881,32.92664
MELPATTI,MPI,,,,78.797049,12.859507
AMBUR,AB,,,,78.721266,12.782934
VINNAMANGALAM,VGM,,,,78.67871600000001,12.728899
VANIYAMBADI,VN,,,,78.621651,12.678487
TARGAON,TAZ,CR,Maharashtra,"Satara, Maharashtra",74.155817,17.514242
Tulsipur,TLR,NER,Uttar Pradesh,"Tulasipur, Uttar Pradesh",82.4114096783,27.531769928899998
SANDILA,SAN,,,,80.517354,27.059455
YY-DKJC,YY-DKJC,,,,,
Talgaria,TLE,SER,Jharkhand,"National Highway 32, Jharkhand",86.335511,23.681625999999998
RAHIMABAD,RBD,,,,80.600638797,26.9993432467
KARANJADI,KFD,KR,Maharashtra,"Raigad, Maharashtra",73.404252,17.998115
MELALATHUR,MEH,,,,78.875384,12.917803000000001
Tingrai,TII,NFR,Assam,"National Highway 38, Assam",95.535143,27.464468
UMARDASHI,UM,WR,Gujarat,"Chitrasani, Gujarat",72.4205625555,24.1003209724
VIRINCHIPURAM,VJ,,,,79.024717,12.961297
GANDHIDHAM BG,GIMB,,,,70.14775399999999,23.069086
CHENNAI CENTRAL,MAS,,,,80.27485630000001,13.0847613
PERAMBUR LOCOMOTIVE WORKS,PEW,,,,80.225105,13.107826
SENJI PANAMBAKKAM,SPAM,,,,79.83276000000001,13.093945
THANA BHAWAN,THBN,NR,Uttar Pradesh,"Thana Bhawan, Uttar Pradesh",77.4104337677,29.592663211399998
Tempa,TEP,SECR,Maharashtra,"Tempa, Maharashtra",79.60522300000001,20.678242
MARUDUR,MUQ,SR,Tamil Nadu,"Nagappattinam - Trichy - Karur- Coimbatore - Mettupalayam - Ooty - Gundlupet Road(Vandikara Street), Tamil Nadu",78.45029299999999,10.914737
Vadlamannadu,VMD,SCR,Andhra Pradesh,"Krishna, Andhra Pradesh",81.098875,16.300176
UNDI,UNDI,SCR,Andhra Pradesh,"West Godavari, Andhra Pradesh",81.46418718439999,16.580375476
EKSARI HALT,EKH,ECR,Bihar,"Eksari, Bihar",85.889325,25.134973
Bettahalsoor,TLS,SWR,Karnataka,"Bengaluru, Karnataka",77.60618600000001,13.166875999999998
Tadakalpudi,TPY,SCR,Andhra Pradesh,"Kothagudem To Bhadrachalam Rd, Andhra Pradesh",80.532205,17.530163
Udgir,UDGR,SCR,Maharashtra,"Dist. Latur, Maharashtra",77.1099430353,18.3906018255
KULITTHURAI,KZT,SR,Tamil Nadu,"Marthandam, Tamil Nadu",77.218817,8.302348
PADALAM,PTM,,,,79.95084399999999,12.590197
OTIVAKKAM,OV,,,,79.97565300000001,12.623128
TIRUMANI,TRX,,,,79.988514,12.670639
UKHALI,UKH,SCR,Maharashtra,"State Highway 169, Maharashtra",76.60581400000001,18.912675
Bhaga Junction,VAA,SER,Jharkhand,"Jamadoba, Jharkhand",86.405555,23.723330999999998
SIMARIA,SAE,,,,86.013734,25.410723
KAZIPET TOWN,KZJT,,,,79.517705,17.983151
KAZIPET E CABIN,KZJE,,,,79.561183,17.975697
VELLORE CANT,VLR,SR,Tamil Nadu,"Vellore-632001, Tamil Nadu",79.127493,12.910718
UGARPUR,UGP,NCR,Uttar Pradesh,"Ugarpur, Uttar Pradesh",79.511652,27.351481
Vadhvana,VAN,WR,Gujarat,"Vadodara, Gujarat",73.487264,22.152185
VITHISVARANKOL,VDL,SR,Tamil Nadu,"Pullirukkuvelur, Tamil Nadu",79.703785,11.195825000000001
AONLA,AO,NR,Uttar Pradesh,"Dist. Bareilly, Uttar Pradesh",79.16915,28.296051
DABHAURA,DBR,NCR,Uttar Pradesh,"Dabhaura, Uttar Pradesh",81.30312500000001,25.11793
NARSINGHPUR,NU,WCR,Madhya Pradesh,"Narsimhapur, Madhya Pradesh",79.214385,22.943112
GADARWARA,GAR,WCR,Madhya Pradesh,"Narsinghpur, Madhya Pradesh",78.79173399999999,22.899459
JUJHARPUR,JUH,,,,77.75641,22.604976999999998
KHAMANON,KMNN,,,,76.48869499999999,30.775754
AMLO,AMLO,ECR,,,85.98023400000001,23.768893
AMMASANDRA,AMSA,SWR,Karnataka,"Tumkur, Karnataka",76.71148570000001,13.264571
GORINJA,GRJA,WR,Gujarat,"Khambhalia-Dwarka (SH 6), Gujarat",69.0411941809,22.1759911277
GATORA,GTW,,,,82.22767,22.053427000000003
VELLIYANI,VEI,SR,Tamil Nadu,"Dindigul - Guziliamparai - Karur Rd, Tamil Nadu",78.114795,10.841
DALELNAGAR,DLQ,,,,80.419624,27.118537
VILAVADE,VID,KR,Maharashtra,"Ratnagiri, Maharashtra",73.619321,16.785593
KUMTA,KT,KR,Karnataka,"Kumta, Karnataka",74.420652,14.436871
PHAPHUND,PHD,,,,79.5542552124,26.632118317699998
KANCHAUSI,KNS,,,,79.6354260596,26.59792371
Venkatagiri Kote Halt,VTE,SWR,Karnataka,"National Highway 7, Karnataka",77.73159,13.32831
AMGURI,AGI,NFR,Assam,"Amguri, Assam",94.524011,26.812601
ANUPPAMBATTU,APB,,,,80.23076900000001,13.304293
PONNERI,PON,,,,80.19879900000001,13.332319
KAVARAIPPETTAI,KVP,,,,80.146879,13.36347
GUMMIDIPUNDI,GPD,,,,80.123431,13.409631
ELAVUR,ELR,,,,80.11617799999999,13.458350999999999
ARAMBAKKAM,AKM,,,,80.074371,13.532686
TADA,TADA,,,,80.035435,13.587948
ASHOKAPURAM,AP,SWR,Karnataka,"Mysore, Karnataka",76.635315,12.273762000000001
AKKAMPET,AKAT,,,,80.0188634064,13.6491060718
SULLURUPETA,SPE,,,,80.018161,13.696463
POLIREDDIPALEM,PEL,,,,79.9800264775,13.7594908008
ALLAHABAD CITY,ALY,NER,Uttar Pradesh,"Allahabad(0532-1072), Uttar Pradesh",81.829736,25.442410000000002
DORAVARI CHATRAM,DVR,,,,79.951308,13.814297
VISHRAMBAG,VRB,CR,Maharashtra,"Sangli, Maharashtra",74.602231,16.850569999999998
NAYADUPETA,NYP,,,,79.900898,13.908321
Udwant Nagar Halt,UWNR,ECR,Bihar,"State Highway 12, Bihar",84.61131300000001,25.496532000000002
PEDAPARIYA,PYA,,,,79.875372,14.021481
ODUR,ODUR,,,,79.855368,14.072185000000001
GUDUR JN,GDR,,,,79.845121,14.148227
MANUBOLU,MBL,,,,79.87707,14.226551
KOMMARAPUDI,KMLP,,,,79.893501,14.257776999999999
DUGGIRALA,DIG,,,,80.62356999999999,16.327559
Umred,URR,SECR,Maharashtra,"Umred, Maharashtra",79.330741,20.850672
Tirumayam,TYM,SR,Tamil Nadu,"Pudukkottai, Tamil Nadu",78.759423,10.246016
Unchahar Junction,UCR,NR,Uttar Pradesh,"Unchahar, Uttar Pradesh",81.30014299999999,25.902315
GAROBIGHA HALT,GBHA,?,,,85.46715300000001,24.826792
Amlakhurd,AMX,SCR,Madhya Pradesh,"MSH 6, Madhya Pradesh",76.65068500000001,21.510235
TIRVNLNLUR ROAD,TVNL,,,,79.380205,11.798583
KANDAMBAKKAM,KDMD,,,,79.386975,11.811502
VILLUPURAM JN,VM,,,,79.500101,11.942971
MUNDILYAMPAKKAM,MYP,,,,79.5116865137,11.995680489400002
VIKRAVANDI,VVN,,,,79.538038,12.037928
PERANI,PEI,,,,79.552577,12.104212
NEDI MOLLYANUR,NMO,,,,79.56707,12.128075
MAILAM,MTL,,,,79.60220000000001,12.160501
TINDIVANAM,TMV,,,,79.65133499999999,12.229410999999999
PANCHALAM,PCLM,,,,79.691931,12.275612
OLAKUR,OLA,,,,79.72191900000001,12.306462999999999
KARASANGAL,KSGL,,,,79.749958,12.333838
TOZHUPPEDU,TZD,,,,79.783575,12.367080999999999
ACHARAPAKKAM,ACK,,,,79.821722,12.406776
MELMARUVATTUR,MLMR,,,,79.83380100000001,12.429554
Vachaspati Nagar,VPH,ECR,Bihar,"National Highway 57, Bihar",86.325158,26.400204
PAKKAM,PQM,,,,79.850569,12.465125
Vadtal Swaminarayan,VTL,WR,Gujarat,"Vadtal, Gujarat",72.876748,22.591636
MADURANTAKAM,MMK,,,,79.89308700000001,12.50442
GOREGAON,GMN,WR,Maharashtra,"Mumbai, Maharashtra",72.849389,19.164447
WADRENGDISA,WDA,NFR,Assam,"Diakkawn Rd, Assam",93.177527,25.263973
Bap,BAF,?,Rajasthan,"Jodhpur, Rajasthan",72.32740791990001,27.2881821763
AHMADGARH,AHH,NR,Punjab,"Ahmedgarh, Punjab",75.829518,30.683642000000003
Angai,AGE,NCR,Rajasthan,"Angai, Rajasthan",77.46692,26.606593
ASHTI,AHI,CR,Maharashtra,"State Highway 161, Maharashtra",75.4030697949,17.8447367757
ALAPAKAM,ALP,SR,Tamil Nadu,"NH 45A, Tamil Nadu",79.7272273724,11.6178033436
BHATANGLI,BANL,?,Maharashtra,"MSH3, Maharashtra",76.678145,18.446006999999998
AMAN VADI,AMW,SCR,Maharashtra,"Washim, Maharashtra",77.065281,20.300507
ADIYAKKAMANGALAM,AYM,SR,Tamil Nadu,"Thiruvarur, Tamil Nadu",79.68058,10.756748
ASARVA JN,ASV,WR,Gujarat,"Ahmedabad, Gujarat",72.612937,23.043981000000002
AMMAPET,AMT,SR,Tamil Nadu,"Ammapet, Tamil Nadu",79.31573800000001,10.779506
ATARI,ATT,NR,Punjab,"Atari, Punjab",74.607241,31.594934000000002
JAJAN PATTI,JJA,WCR,Rajasthan,"State Highway 33, Rajasthan",77.573854,27.354893999999998
ARASUR,ARS,SR,Tamil Nadu,"NH 45A, Tamil Nadu",79.72470399999999,11.270467
KHANDIP,KNDP,WCR,Rajasthan,"State Highway 1, Rajasthan",76.911821,26.641030999999998
Yedamangala,YDM,SWR,Karnataka,"Panja Kadaba Rd, Karnataka",75.44308500000001,12.714668
NARAYANPUR TATWAR,NNW,WCR,Rajasthan,"Sawai Madhopur, Rajasthan",76.635578,26.344258999999997
BANDRA,BA,WR,Maharashtra,"Mumbai, Maharashtra",72.84045439,19.05445443
ARNEJ,AEJ,WR,Gujarat,"Arnej, Gujarat",72.268322,22.582088000000002
NANDIYAMPAKKAM,NPKM,,,,80.2758,13.268080999999999
DUNDI,DDCE,WCR,Madhya Pradesh,"Dundi, Madhya Pradesh",80.21665700000001,23.557854000000003
GURRA,GRO,WCR,Madhya Pradesh,"Itarsi, Madhya Pradesh",77.86729,22.632067
KAVALI,KVZ,,,,79.988271,14.915993
TETTU,TTU,,,,80.00582100000001,15.042824
ULAVAPADU,UPD,,,,80.01336400000001,15.167112
KHUTWANSA,KTZ,WCR,Madhya Pradesh,"Hoshangabad, Madhya Pradesh",77.602425,22.545189
KHIRKIYA,KKN,WCR,Madhya Pradesh,"State Highway 15, Madhya Pradesh",76.85944699999999,22.166444000000002
Bhaili,BALI,WR,Gujarat,"Vadodara, Gujarat",73.1319768447429,22.266245011489417
Arantangi,ATQ,SR,Tamil Nadu,"Aranthangi, Tamil Nadu",78.99684813804924,10.164469056963739
AGRADWIP,AGAE,ER,West Bengal,"Agradwip, West Bengal",88.22611699999999,23.58096
DASHNAGAR,DSNR,,,,88.3078029926,22.5986336217
TIKIAPARA,TPKR,,,,88.324322,22.599036
PFMA,PFMA,,,,,
Amalpur,AMLP,WR,Gujarat,"Vadodara, Gujarat",73.508313,22.161144
Anupshahr,AUS,NWR,Rajasthan,"Anupshaher Rd, Rajasthan",75.21122979931533,28.947951113517377
Arvi,ARVI,CR,Maharashtra,"Dist. Wardha, Maharashtra",,
Areli,ARX,NER,Uttar Pradesh,"Areli, Uttar Pradesh",,
Asarma,ASM,WR,Gujarat,"SH 166, Gujarat",,
Alattambadi,ATB,SR,Tamil Nadu,"Mazavarayanallu Rd, Tamil Nadu",,
Atladara,ATDA,WR,Gujarat,"Gujarat, Gujarat",,
Alinagar Tola,ATX,ECR,Bihar,"Purnea, Bihar",,
Aslu,ASLU,NWR,Rajasthan,"National Highway 65, Rajasthan",75.07484199999999,28.368987999999998
Ayingudi,AYI,SR,Tamil Nadu,"Peravurani - Aranthangi Rd, Tamil Nadu",,
GHASARA HALT,GHSR,,,,79.360808,26.72284
ACHALDA,ULD,,,,79.404392,26.701949
Ateli,AEL,NWR,Haryana,"Dist. Mahendragarh, Haryana",76.25310499999999,28.100118
WATHAR,WTR,CR,Maharashtra,"Satara, Maharashtra",74.135767,17.89054
VALHA,WLH,CR,Maharashtra,"Indraprastha Rd, Maharashtra",74.1605539337,18.1836347437
Bandar P.H.,BAAR,?,West Bengal,"Haldia, West Bengal",88.086816,22.052122
Amreli,AE,WR,Gujarat,"Amreli, Gujarat",71.228012,21.607831
MASIT,MST,,,,80.257914,27.269928999999998
BAGHAULI,BGH,,,,80.296314,27.228081
TALOJA PANCHAND,TPND,CR,Maharashtra,"Navi Mumbai, Maharashtra",73.087316,19.078901
ADAVALI,ADVI,KR,Maharashtra,"Ratnagiri, Maharashtra",73.592514,16.921753
AMARGOL,AGL,SWR,Karnataka,"Hubli, Karnataka",75.09820837459999,15.4117921224
ARJANSAR,AS,NWR,Rajasthan,"Bikaner, Rajasthan",73.87196899999999,28.933796
Barhara Kothi,BAKT,ECR,Bihar,"Purnia, Bihar",87.09631900000001,25.776942
Campierganj,CM,NER,Uttar Pradesh,"National Highway 29, Uttar Pradesh",83.267384,27.05777
Dabhoi Junction,DB,WR,Gujarat,"Dabhoi, Gujarat",73.415466,22.137755
ULUNDURPET,ULU,,,,79.317787,11.702177
AMAGURA,AGZ,ECoR,Chhattisgarh,"Markel, Chhattisgarh",82.147342,19.068103
AMBAGAON,AGB,ECoR,Chhattisgarh,"Ambagaon, Chhattisgarh",82.239507,19.062527
MATYAKHERI HALT,MYKR,,,,74.951915,24.309449
B L DASPURI,BBLK,NCR,Uttar Pradesh,"B L Daspuri, Uttar Pradesh",79.36351860779999,27.316999355900002
ARNI ROAD,ARV,SR,Tamil Nadu,"Kalambur, Tamil Nadu",79.209033,12.630801
Bari,BARI,NCR,Rajasthan,"Bari, Rajasthan",77.61817468,26.65005846
Batala Junction,BAT,NR,Punjab,"Batala, Punjab",75.1944316,31.8214816
BABHULGOAN,BBV,CR,Maharashtra,"State Highway 161, Maharashtra",75.383427,17.778326000000003
Arseni,ASI,NR,Uttar Pradesh,"MORADABAD, Uttar Pradesh",80.39386,27.243104
ANDANAPPETTAI,APE,SR,Tamil Nadu,"Pappakoil, Tamil Nadu",79.84409600000001,10.758823
BEOHARI,BEHR,WCR,Madhya Pradesh,"Beohari, Madhya Pradesh",81.3797154,24.0002687
Arjunahalli,ARNH,SWR,Karnataka,"Arjunahalli, Karnataka",76.391729,12.512857
Bagthar,BFG,NCR,Uttar Pradesh,"Bandh, Uttar Pradesh",77.52218902999999,26.79623183
BARA,BBAR,WCR,Madhya Pradesh,"Mahroi, Madhya Pradesh",81.21186200000001,24.001215
Bidyadharpur,BDYP,ER,West Bengal,"Bidyadharpur, West Bengal",88.452872,22.425122
Anakhol,AKL,WR,Gujarat,"State HIghway 133, Gujarat",,
ASAN,ASAN,NR,Haryana,"Panipat, Haryana",76.882594,29.40129
ATUL,ATUL,WR,Gujarat,"Valsad, Gujarat",72.9271335858,20.544593354
Amoni,AONI,NFR,Assam,"Amoni, Assam",92.91960900000001,26.448121
Banosa,BASA,CR,Maharashtra,"Daryapur, Maharashtra",,
Bhatsar,BATS,WR,Gujarat,"Brahmanwada, Gujarat",,
HARDOI,HRI,,,,80.147877,27.399414
BAGHI BARDIHA,BBE,ECR,Bihar,"Baghi Bardiha, Bihar",85.623332,24.953077
BAGHI GHAUSPUR,BFX,ECR,Bihar,"Baghi Ghauspur, Bihar",85.684033,25.051952
Bankapasi,BCF,ER,West Bengal,"Bankapasi, West Bengal",,
BADANAVALU,BDV,SWR,Karnataka,"Nanjungudu-Chamarajanagara Rd, Karnataka",76.74904447,12.075565500000002
Bachar,BCHR,WR,Gujarat,"Palej, Gujarat",,
Buranpudi,BCM,ECR,Bihar,"Supaul, Bihar",,
Bhadsivni,BDKE,CR,Maharashtra,"Bhadsivni, Maharashtra",,
PADUGUPADU,PGU,,,,79.989954,14.496976
KODAVALURU,KJJ,,,,79.99490800000001,14.564331
TALAMANCHI,TMC,,,,79.998171,14.607124
ALLURU ROAD,AXR,,,,79.989036,14.710541
BITRAGUNTA,BTTR,,,,79.98314599999999,14.768584800000001
S VENKTESWRPALM,SVPM,,,,79.982262,14.806671
KARANPURA,KPO,,,,76.7783649164,27.1230467855
BHUDA,BUDA,,,,76.8145379749,27.1289860174
MANDAWAR MAHUA RD,MURD,,,,76.8508226947,27.1560976594
Anand Nagar,ANDN,NER,Uttar Pradesh,"Pharenda, Uttar Pradesh",83.270698,27.103714
GHOSRANA,GOS,,,,76.90338,27.179904
DANTLA,DTF,,,,76.9610701135,27.1971512117
Bhadran,BDRN,WR,Gujarat,"Borsad, Gujarat",,
KHERLI,KL,,,,77.0364244739,27.2002567722
Arakku,ARK,ECoR,Andhra Pradesh,"Araku, Andhra Pradesh",82.86256,18.333991
TARCHERRA BRLRM,TBL,,,,77.104134,27.205008000000003
Bagetar,BF,NFR,Assam,"North Cachar Hills, Assam",,
NADBAI,NBI,,,,77.2080875122,27.213674308399998
PAPRERA,PPEA,,,,77.308829,27.226004
HELAK,HK,,,,77.378757,27.234442
BHARATPUR JN,BTE,,,,77.488613,27.237106999999998
Attar,ATR,WR,Madhya Pradesh,"East Nimar, Madhya Pradesh",76.204918,21.998734000000002
NOH BACHHAMDI,NHB,,,,77.546395,27.223368999999998
IKRAN,IK,,,,77.608741,27.211065
CHIKSANA,CIK,,,,77.663925,27.199896
Arumuganeri,ANY,SR,Tamil Nadu,"Arumuganeri, Tamil Nadu",78.091842,8.579144
Banka,BAKA,?,Bihar,"Banka, Bihar",86.91169348999999,24.8659010332
ACHHNERA JN,AH,,,,77.7578389026,27.1817602284
TUNDLA JN,TDL,,,,78.233285,27.207747
CHIK BANAVAR,BAW,SWR,Karnataka,"Bengaluru, Karnataka",77.50634099999999,13.073539
PAVUNUR,PVN,,,,79.31580600000001,11.600544
Bugana,BFN,NR,Haryana,"National Highway 65, Haryana",75.8278150574,29.258822195
Anandapuram,ANF,SWR,Karnataka,"Anandapuram, Karnataka",75.209164,14.073324
Barbil,BBN,SER,Odisha,"Kiriburu, Odisha",85.36905800000001,22.104577
HIRANGAON,HNG,,,,78.31461900000001,27.175703000000002
FIROZABAD,FZD,,,,78.386691,27.147415
MAKKHANPUR,MNR,,,,78.4715,27.119485
SHIKOHABAD JN,SKB,,,,78.57495499999999,27.085686
KAURARA,KAA,,,,78.664813,27.029
BHADAN,BDN,,,,78.73749459999999,26.9793918
BALRAI,BBL,,,,78.8237102228,26.9205023929
JASWANTNAGAR,JGR,,,,78.893731,26.872978000000003
SARAI BHOPAT,SB,,,,78.94470899999999,26.837847
ETAWAH,ETW,,,,79.021502,26.785970000000002
EKDIL,EKL,,,,79.116455,26.76628
BHARTHANA,BNT,,,,79.2163612,26.7502248
DABOLIM,DBM,SWR,Goa,"Mormugao, Goa",73.849937,15.389334
AUWA,AUWA,NWR,Rajasthan,"Somesar, Rajasthan",73.564613,25.665207000000002
JAIPUR,JP,,,,75.786923,26.920203
Beldanga,BEB,ER,West Bengal,"Beldanga, West Bengal",88.2429681,23.9320594
BOHALI,BHLI,CR,Maharashtra,"State Highway 161, Maharashtra",75.27417043950001,17.5887732682
BHAINSWAN,BASN,NR,Haryana,"Gohana, Haryana",76.680769,29.094392
Bhayna,BHNA,ER,West Bengal,"Mamjoan Rd, West Bengal",88.64165885999999,23.31226134
BHANDARIDAH,BHME,ECR,,,86.05509864230001,23.7566729304
BHUCHCHU,BCU,NR,Punjab,"Bhucho Mandi, Punjab",75.0951862,30.209881999999997
BHILWARA,BHL,NWR,Rajasthan,"Bhilwara, Rajasthan",74.63077340000001,25.3435508
KAVAS,KVA,NWR,Rajasthan,"NH-112 Barmer-Jodhpur Hwy, Rajasthan",71.538716,25.867466
BANDANWARA,BDW,NWR,Rajasthan,"Bandanwara, Rajasthan",74.6913786,26.1253008
Bijauria,BJV,NER,Uttar Pradesh,"Bareilly, Uttar Pradesh",79.65527399999999,28.574785
Barhaj Bazar,BHJ,NER,Uttar Pradesh,"Barhaj, Uttar Pradesh",83.731497,26.283912
DAHANU ROAD,DRD,WR,Maharashtra,"Dahanu, Maharashtra",72.74336799999999,19.991217
BHAJERA,BJRA,,,,76.6568744922,27.100774588100002
BASAI DHANKOT,BDXT,NR,Haryana,"Gurgaon, Haryana",76.983187,28.464735
Bochasan Junction,BCHN,WR,Gujarat,"Anand, Gujarat",72.847673,22.402073
Bhattu,BHT,NWR,Haryana,"Bhattu Kalan, Haryana",75.34013,29.387323
SIHORA ROAD,SHR,WCR,Madhya Pradesh,"Jabalpur, Madhya Pradesh",80.110265,23.467136
SURGAON BANJARI,SGBJ,WCR,Madhya Pradesh,"Khandwa, Madhya Pradesh",76.544215,21.946109
Bhader,BADR,WR,Gujarat,"Amreli, Gujarat",70.928979,21.36507
TITVALA,TLA,,,,73.202714,19.296504000000002
BAJUD,BJUD,WR,Gujarat,"State Highway 31, Gujarat",71.82792500000001,21.736131
KUDALNAGAR,KON,,,,78.108666,9.944876
Budhsinghwala,BDSW,NWR,Rajasthan,"Hanumangarh, Rajasthan",74.22266067937016,29.831708406844584
BEAWAR,BER,NWR,Rajasthan,"Beawar, Rajasthan",74.3149711,26.1089078
Bogada,BGDA,?,Orissa,"Bogada, Orissa",86.5881717944,20.2787142311
Awa Garh,AWG,NCR,Uttar Pradesh,"Awagarh, Uttar Pradesh",78.47340000000001,27.464247
SHAHBAZ KULI,SBK,NER,Uttar Pradesh,"Shahbaz Quli, Uttar Pradesh",83.67465299999999,25.632101000000002
ENNORE,ENR,,,,80.32212448269999,13.218195717099999
NELLORE SOUTH,NLS,,,,79.983464,14.444474999999999
AMRITVEL,AVL,WR,Gujarat,"Amrutwel Rd, Gujarat",71.679671,21.077372
NELLORE,NLR,,,,79.989383,14.460592
Bhagdara,BGR,CR,Maharashtra,"Bhagdara, Maharashtra",,
BAGALIA,BGA,SER,West Bengal,"Purulia, West Bengal",86.51904643,23.44693617
BERO,BERO,SER,West Bengal,"Purulia, West Bengal",86.72660900000001,23.548271
XX-MEJB,XX-MEJB,,,,,
Barhara,BHHT,?,Bihar,"Barhara, Bihar",,
MAKUDAN VIRAPANDI BLOCK HUT,DVBH,,,,78.037941,11.580796
Avati,AVT,SWR,Karnataka,"Avati, Karnataka",77.72667899999999,13.299092
XX-KJMB,XX-KJMB,,,,,
Bhoj Padra,BHOJ,WR,Gujarat,"Vadodara Jambusar, Gujarat",,
Bamhani Banjur,BIV,SECR,Madhya Pradesh,"Bamhani, Madhya Pradesh",80.324566,22.438916000000003
Budge Budge,BGB,ER,West Bengal,"Kolkata, West Bengal",88.19469228000001,22.49310248
Baghara Road,BHRD,SER,,,,
DDBC,DDBC,,,,,
UMESHNAGAR,UMNR,ECR,Bihar,"National Highway 31, Bihar",86.431195,25.461085
Bhitiharwa Ashram,BHWR,ECR,Bihar,"Pashchim Champaran, Bihar",,
BASUDEBPUR,BDBP,ER,Bihar,"Basudebpur, Bihar",87.98253549799999,24.6355270351
MULI ROAD,MOL,WR,Gujarat,"Surendranagar, Gujarat",71.43486,22.676562
AZARA,AZA,NFR,Assam,"Guwahati, Assam",91.613927,26.099339999999998
Balenahalli,BAHI,SWR,Karnataka,"State Highway 48, Karnataka",76.56637599999999,14.250321000000001
BHUDPUR,BDHP,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.29116829590001,29.218093878
SAMHON,SHW,,,,79.320694,26.734186
PATA,PATA,,,,79.4794183441,26.6666191003
PARA JANI HALT,PJY,,,,79.634896,26.596933
RURA,RURA,,,,79.908216,26.485377
BHAUPUR,BPU,,,,80.12429014,26.46811536
KANPUR CENTRAL,CNB,,,,80.350966,26.454240000000002
CHAKERI,CHK,,,,80.40654599999999,26.381159999999998
SIRSAUL,SSL,,,,80.462852,26.297301
RAMVA,RAMA,,,,80.8532993597,25.8911534211
Bhikhna Thori,BKF,ECR,Bihar,"WestChamparan, Bihar",84.61057,27.333596
Bagha Jatin,BGJT,ER,West Bengal,"Kolkata, West Bengal",88.387421,22.482615000000003
Baghuapal,BGPL,ECoR,Orissa,"Orissa, Orissa",86.013166,21.042219
