station_name,station_code,zone,division,state,address,latitude,longitude
SARKARA,SKX,NER,,Uttarakhand,"National Highway 74, Uttarakhand",29.166922000000003,79.083308
SHAMBHUPURA,SMP,WR,RATLAM,Rajasthan,"Shambhupura, Rajasthan",24.771439,74.641918
SUDIYUR,SUX,SR,MDU,Tamil Nadu,"Madurai-Rameshwaram Rd, Tamil Nadu",9.602939,78.48234500000001
SANSARPUR,SNRR,WCR,,Madhya Pradesh,"National Highway 7, Madhya Pradesh",23.6789703455,80.3473074512
SARWARI,SVD,SCR,NED,Maharashtra,"Ranjani, Maharashtra",19.764637,75.93969899999999
SUR KHAND KA KHEDA,SZK,NWR,,Rajasthan,"Kejed, Rajasthan",24.118095,73.879823
Satraon,STZ,NER,,Uttar Pradesh,"Deoria, Uttar Pradesh",26.283587,83.82137900000001
SUJNIPARA,SPLE,ER,MALDA,West Bengal,"National Highway 34, West Bengal",24.571584,88.03679699999999
Chowk,CHOK,,,,,18.902861,73.239613
SATUR,SRT,SR,MDU,Tamil Nadu,"Sattur, Tamil Nadu",9.357545,77.92156999999999
Alehpur Halt,APRH,,,,,26.2094647257,84.78898557980001
SOMRA BAZAR,SOAE,ER,,West Bengal,"State Highway 6, West Bengal",23.13916,88.433032
SURAJPUR ROAD,SJQ,SECR,BSP,Chhattisgarh,"Surajpur, Chhattisgarh",23.289233,82.880146
SABLI ROAD,SR,WR,RAJKOT,Gujarat,"State Highway 17, Gujarat",23.0348065663,71.9526427954
Solan,SOL,NR,UMB,Himachal Pradesh,"Solan, Himachal Pradesh",30.907937,77.097531
SANGAR,SGRR,NR,FZR,Jammu And Kashmir,"Jammu Cantt, Jammu and Kashmir",32.80617,75.044078
SAMAR GOPALPUR,SMF,NR,DLI,Haryana,"NH 71, Haryana",28.9608890803,76.51864460750001
SITAPUR,STP,NER,LJN,Uttar Pradesh,"Sitapur, Uttar Pradesh",27.558728,80.697762
Satadhar,STDR,WR,,Gujarat,"Junagadh, Gujarat",21.283916,70.721182
SAJANVAR ROAD,SJF,WR,,Gujarat,"MDR, Gujarat",21.07527,71.60840800000001
SHAPUR JN,SHH,WR,BHAVNAGAR,Gujarat,"Vanthali-Shapur(Sorath) Rd, Gujarat",21.478281,70.37105700000001
Simurali,SMX,ER,,West Bengal,"Chakdaha, West Bengal",23.041337,88.51016399999999
Srinagar Rajasthan,SNAR,WCR,KOTA,Rajasthan,"Rd, Rajasthan",25.3640471585,75.5690913623
SOMTANE,SMNE,CR,BB,Maharashtra,"Kolkhe Village, Maharashtra",18.952233,73.145524
SURENDRANAGAR GATE,SRGT,WR,BHAVNAGAR,Gujarat,"Surendranagar, Gujarat",22.734565,71.636053
SAWANTWADI ROAD,SWV,KR,,Maharashtra,"SH123, Maharashtra",15.866512,73.785308
SHRI AMIRGADH,SIM,NWR,AII,Rajasthan,"Amirgadh, Rajasthan",24.405948,72.643675
SALHANA,SLHA,WCR,JBP,Madhya Pradesh,"State Highway 10, Madhya Pradesh",23.8204620979,80.65672125239999
Sirmuttra,SRMT,NCR,AGC,Rajasthan,"Sir Mathura, Rajasthan",26.518904,77.375168
Somalapuram,SLM,SWR,UBL,Andhra Pradesh,"Anantapur Rd, Andhra Pradesh",14.914015,76.86885600000001
Sindri Marshalling Yard,SNMY,ECR,,Jharkhand,"Pathardih, Jharkhand",23.667035,86.46617599999999
Sirsala,SRSL,NWR,,Rajasthan,"National Highway 65, Rajasthan",28.4266753002,75.1294882373
Sugapahari,SGPA,ER,,Jharkhand,"Madhupur, Jharkhand",24.2790237518,86.57804878910001
Sanvrad,SVO,NWR,,Rajasthan,"Didwana, Rajasthan",27.521887,74.518574
Sanjhauli Halt,SJV,ECR,,Bihar,"State Highway 12, Bihar",25.1438922456,84.191033988
Sherganj,SNZ,NER,,Uttar Pradesh,"Sherganj, Uttar Pradesh",28.380489,79.804862
Shimoga Town,SMET,SWR,MYS,Karnataka,"Shimoga, Karnataka",13.943037,75.583174
Satsang Nagar Halt,SSNR,ER,,Jharkhand,"Deoghar, Jharkhand",24.49030743,86.68168063
Sikosa,SKSO,SECR,,Chhattisgarh,"Sikosa, Chhattisgarh",20.868216,81.285568
TILRATH,TIL,ECR,SEE,Bihar,"NH 31, Bihar",25.441179,86.06853100000001
UMRAM,UMM,SCR,NED,Andhra Pradesh,"Sitagondi, Andhra Pradesh",19.6615861791,78.4373421246
TIRUVIDAIMARUTHUR,TDR,SR,,Tamil Nadu,"Thiruvidaimaruthur, Tamil Nadu",10.990634,79.453706
Thakurtola,TKH,SER,,Odisha,"Mayurbhanj, Orissa",21.651992,86.97071700000001
TRIPAL HALT,TRPL,NR,,Himachal Pradesh,"Tripal, Himachal Pradesh",32.00601,76.204696
TALARA,TLRA,NR,FZR,Himachal Pradesh,"Raja-ka-Talab, Himachal Pradesh",32.239023,75.903937
TALMADLA,TMD,SCR,HYB,Andhra Pradesh,"Telangana Region, Andhra Pradesh",18.239215,78.356638
BHAKRAULI,BHKL,NR,,Uttar Pradesh,"State Highway 39, Uttar Pradesh",28.308471,78.474665
TARAVATA,TRWT,WCR,,Madhya Pradesh,"Guna, Madhya Pradesh",24.74613,77.381391
WANKANER JN,WKR,WR,RAJKOT,Gujarat,"Wankaner, Gujarat",22.622552,70.96561700000001
SIWAITH,SWE,NR,LKO,Uttar Pradesh,"Prayag, Uttar Pradesh",25.577038,81.86926100000001
THEKERAGURI,TGE,NFR,LMG,Assam,"Ahotguri, Assam",26.199171,92.403859
Tata Sijua Halt,TSAH,SER,,Jharkhand,"Sijua, Jharkhand",23.7745106829,86.3316696973
TUGGALI,TGL,SCR,GTL,Andhra Pradesh,"Kurnool, Andhra Pradesh",15.310975,77.53014599999999
HUBLI JN,UBL,SWR,UBL,Karnataka,"Hubli, Karnataka",15.350302,75.148104
TAGDI,TID,WR,BHAVNAGAR,Gujarat,"Tagadi, Gujarat",22.296445,71.948621
ARALAGUPPE,ARGP,SWR,,Karnataka,"State Highway 74, Karnataka",13.253132,76.615439
UCHANA,UCA,NR,DLI,Haryana,"District Jind, Haryana",29.466064000000003,76.178544
Tarakeswar,TAK,ER,,West Bengal,"Tarkeshwar, West Bengal",22.882582,88.013437
AMBLIYASAN,UMN,WR,AHMEDABAD,Gujarat,"Mehsana, Gujarat",23.447386,72.423181
Shahjahanpur,SZP,NER,,Uttar Pradesh,"Shahjahanpur, Uttar Pradesh",27.893402,79.904536
Thathankulam,TTQ,SR,MDU,Tamil Nadu,"Thoothukudi, Tamil Nadu",8.627298,77.875152
Tajgadh,TJH,WR,,Gujarat,"Vadodara, Gujarat",22.350958,73.90478800000001
UKSHI,UKC,KR,,Maharashtra,"Maharashtra, Maharashtra",17.1297597205,73.4559422882
UPPALA,UAA,SR,PGT,Kerala,"Kasaragod, Kerala",12.6698,74.906488
TRIKARPUR,TKQ,SR,PGT,Kerala,"Kannur District, Kerala",12.142185,75.176143
VALAPATTANAM,VAPM,SR,PGT,Kerala,"Kannur District, Kerala",11.927728,75.346365
Tung,TUNG,NFR,KIR,West Bengal,"NH 55, West Bengal",26.921803,88.294811
TIKKOTTI,TKT,SR,PGT,Kerala,"Thikkodi, Kerala",11.490426,75.626246
Ugwe,UGWE,SCR,,Maharashtra,"State Highway 204, Maharashtra",20.806249,77.009265
Tirodi,TRDI,SECR,NGP,Madhya Pradesh,"Balaghat, Madhya Pradesh",21.688066,79.724564
Takia,TQA,NR,LKO,Uttar Pradesh,"State Highway 38, Uttar Pradesh",26.311679,80.782017
Tanakpur,TPU,NER,IZN,Uttarakhand,"Tanakpur, Uttarakhand",29.067103,80.10904500000001
Devanhalli,DHL,SWR,SBC,Karnataka,"Near Bellary Road Bangalore Rural Dt., Karnataka",13.246834,77.70463099999999
Talala Junction,TAV,WR,BHAVNAGAR,Gujarat,"Junagadh, Gujarat",21.04184,70.522164
Tantpur,TPO,NCR,AGC,Rajasthan,"Tantpur, Rajasthan",26.83193514,77.47803025
Thallak,THKU,SWR,MYS,Karnataka,"Bellary-Hiriyur Rd, Karnataka",14.450854,76.675366
VAGDIYA,VD,WR,RAJKOT,Gujarat,"State Highway 113, Gujarat",22.6141762638,71.2916898169
Yerra Goppa Halt,YGA,SWR,,Karnataka,"Yerra Goppa, Karnataka",15.905354,75.64807800000001
ASIRGARH ROAD,AGQ,CR,BSL,Madhya Pradesh,"State Highway 27, Madhya Pradesh",21.378418,76.268065
ATARIA,AA,NER,LJN,Uttar Pradesh,"Sitapur National Highway 24, Uttar Pradesh",27.172457,80.861033
WASUD,WSD,CR,,Maharashtra,"solapur, Maharashtra",17.377406,75.14765299999999
AULENDA,AED,NCR,,Uttar Pradesh,"Kiraoli, Uttar Pradesh",27.029152,77.612583
AMHERA,ARH,NR,,Uttar Pradesh,"Amhera, Uttar Pradesh",29.26223824,78.28580221
SIWAHA,SWDE,NR,DLI,Haryana,"Jind, Haryana",29.340294,76.456292
BECHHIWARA,BHWA,NWR,AII,Rajasthan,"Bichhiwara, Rajasthan",23.787792,73.535256
VIRAVADA,VRV,NWR,,Gujarat,"National Highway 8, Gujarat",23.612331,73.07902999999999
YALVIGI,YLG,SWR,UBL,Karnataka,"Yalvigi, Karnataka",15.0342535867,75.4094012659
ADIHALLI,ADHL,SWR,,Karnataka,"National Highway 206, Karnataka",13.2834201678,76.3472840454
WARIGAON NEWADA,WRGN,NR,,Uttar Pradesh,"Warigaon, Uttar Pradesh",25.586146,82.56831600000001
APTA,APTA,CR,BB,Maharashtra,"Raigad, Maharashtra",18.863471,73.152629
WADHWAN CITY,WC,WR,BHAVNAGAR,Gujarat,"Surendranagar, Gujarat",22.702931,71.67236
ADRA JN,ADRA,SER,ADRA,West Bengal,"Purulia.Div HQ SER, West Bengal",23.495992,86.67466499999999
Akot,AKOT,SCR,,Maharashtra,"Akola, Maharashtra",21.095661,77.047217
BHUJ,BHUJ,WR,AHMEDABAD,Gujarat,"Bhuj, Gujarat",23.2660225,69.6778278
VALLIKUNNU,VLI,SR,PGT,Kerala,"Vallikkunnu, Kerala",11.09046,75.85165099999999
ATRAURA,ATRR,NER,,Uttar Pradesh,"Handia, Uttar Pradesh",25.316112,82.314016
VELPURU,VPU,SCR,,Andhra Pradesh,"Velupuru, Andhra Pradesh",16.725963999999998,81.662635
VIJAYPUR JAMMU,VJPJ,NR,FZR,Jammu And Kashmir,"Gadwal, Jammu and Kashmir",32.57197,75.020996
Zindpura,ZNP,NER,,Uttar Pradesh,"State Highway 29, Uttar Pradesh",28.191347,79.849699
BHAROLI JUNCTION,BHRL,NR,FZR,Punjab,"Bharoli, Punjab",32.27104809,75.61637323000001
Puniyavant,PQT,WR,,Gujarat,"Vadodara, Gujarat",22.332118,73.95733100000001
Valavanur,VRA,SR,,Tamil Nadu,"Vallavanur, Tamil Nadu",11.917402,79.573803
Bikramganj,XBKJ,ECR,DDU,Bihar,"Bikramganj, Bihar",25.218914,84.27373100000001
Bhetaguri,VTG,NFR,,West Bengal,"Bhetaguri, West Bengal",26.3029681,89.6653098
Atwa Kursath,ATKS,NR,,Uttar Pradesh,"Atwa Kursath, Uttar Pradesh",27.1345702672,80.2672099268
Wanderjatana,WDJ,NR,,Punjab,"State Highway 16, Punjab",30.564802,74.740729
Amravati,AMI,CR,BSL,Maharashtra,"Amravati, Maharashtra",20.9300829,77.7577863
Bheempura,BIPR,NWR,JU,Rajasthan,"Jalor, Rajasthan",25.129644,72.39224899999999
Atrampur,ARP,NR,LKO,Uttar Pradesh,"Atrampur Railway Station, Uttar Pradesh",25.572021,81.745663
Wellington,WEL,SR,SA,Tamil Nadu,"Wellington, Tamil Nadu",11.3559,76.786078
Arkha,ARKA,NR,,Uttar Pradesh,"Lucknow Allahabad Rd, Uttar Pradesh",25.867316,81.331277
BIRAMBAD,BAMA,NCR,,Rajasthan,"Dumariya, Rajasthan",26.922783000000003,77.32494000000001
ATRAULI ROAD,AUR,NR,MB,Uttar Pradesh,"Dibai, Uttar Pradesh",28.0971879576,78.2201080066
Bhowra Junction,BCB,SER,ADRA,Jharkhand,"KUSTORE, Jharkhand",23.67077,86.417009
BODHADI BUJRUG,BHBK,SCR,NED,Maharashtra,"Kinwat, Maharashtra",19.4962759853,78.1952487683
BADHADA,BDHA,WR,,Gujarat,"Badhada, Gujarat",21.2703,71.33741400000001
BHESTAN,BHET,WR,MUMBAI,Gujarat,"Surat, Gujarat",21.1278829,72.8613128
BHANDARTIKURI,BFZ,ER,,West Bengal,"State Highway 6, West Bengal",23.43319157,88.32981731
BAIHATOLA,BATL,SECR,BSP,Madhya Pradesh,"Boridand, Madhya Pradesh",23.231204,82.05862
BHONGAON,BGQ,NCR,PRYJ,Uttar Pradesh,"Mainpuri, Uttar Pradesh",27.2590416,79.1657234
Borraguhallu,BGHU,ECoR,WAT,Andhra Pradesh,"Way to Rly Station, Andhra Pradesh",18.275624,83.040289
BELKHERA,BELD,WCR,JBP,Madhya Pradesh,"State Highway 22, Madhya Pradesh",22.981891,79.299879
BHAIRONPUR,BIF,WCR,,Madhya Pradesh,"State Highway 15, Madhya Pradesh",22.432086,77.420409
BURHANPUR,BAU,CR,BSL,Madhya Pradesh,"Burhanpur, Madhya Pradesh",21.3343976,76.1986787
BIJORA,BJK,WCR,KOTA,Rajasthan,"Antah, Rajasthan",25.1451124,76.3956989
BORDUBI ROAD,BDT,NFR,,Assam,"Madhubon to Naoholia Rd, Assam",27.399181,95.314595
BHOGPUR SIRWAL,BPRS,NR,FZR,Punjab,"Bhogpur, Punjab",31.5565937,75.6452234
BAHILPURWA,BIP,NCR,JHS,Uttar Pradesh,"National Highway 76, Uttar Pradesh",25.137088,80.998599
BAGEWADI,BGWD,SWR,,Karnataka,"Gokak TQ, Karnataka",16.30777084,74.75360002999999
Bangain,BGAN,NER,LJN,Uttar Pradesh,"Bangain, Uttar Pradesh",27.238993,81.90592400000001
BIDADI,BID,SWR,SBC,Karnataka,"Bengaluru District, Karnataka",12.8004252,77.39029839999999
Barundini,BNDI,WCR,KOTA,Rajasthan,"National Highway 76, Rajasthan",25.173406,74.93010100000001
Bhadrachalam Road,BDCR,SCR,SC,Andhra Pradesh,"Kottagudem, Andhra Pradesh",17.550365,80.616024
KALISEN,KISN,,,,,23.1816003962,87.1624991003
ABHAYAPURI ASSAM,AYU,NFR,RNY,Assam,"Abhayapuri, Assam",26.356599,90.641696
Bhabta,BFT,ER,SDAH,West Bengal,"Bhabta, West Bengal",23.9869677,88.241584
BHULANPUR,BHLP,NER,,Uttar Pradesh,"Varanasi, Uttar Pradesh",25.2878753,82.9575192
Band Hamirpur,BAHP,NR,,Uttar Pradesh,"State Highway 38, Uttar Pradesh",26.32975,80.744382
Balsamand,BLSD,NWR,JU,Rajasthan,"Didwana, Rajasthan",27.581307,74.473873
Bebejia,BEE,NFR,,Assam,"National Highway 37, Assam",26.310185,92.640956
Barala,BAA,ER,HWH,West Bengal,"Murshidabad District, West Bengal",24.300532,88.039851
Badkulla,BDZ,ER,,West Bengal,"State Highway 11, West Bengal",23.3046657,88.526557
Bigga,BIGA,NWR,BKN,Rajasthan,"National Highway 11, Rajasthan",28.0474529072,74.20137015629999
Beyad,BAYD,WR,,Gujarat,"Sabarkantha, Gujarat",23.216364,73.20732600000001
Bhyabla Halt,BBLA,ER,,West Bengal,"Basirhat, West Bengal",22.65426,88.854932
Bhoyani,BHAN,WR,AHMEDABAD,Gujarat,"State Highway 133, Gujarat",23.358779,72.234682
Bakra Road,BK,NWR,JU,Rajasthan,"Jalor, Rajasthan",25.2130523,72.487603
Babaganj,BBJ,NER,,Uttar Pradesh,"Babaganj, Uttar Pradesh",27.96429,81.568611
Birati,BBT,ER,,West Bengal,"Kolkata, West Bengal",22.66472,88.42761300000001
Alewahi,AWH,SECR,NGP,Maharashtra,"Palasgaon, Maharashtra",20.38793,79.71014699999999
Budhma,BDMA,ECR,SPJ,Bihar,"National Highway 107, Bihar",25.902768,86.85700899999999
Bargolai,BGLI,NFR,,Assam,"Ledo, Assam",27.287486,95.703548
BARLAI,BLAX,WR,RATLAM,Madhya Pradesh,"Indore, Madhya Pradesh",22.894163,75.962109
BANSH BARIA,BSAE,ER,,West Bengal,"Bansberia, West Bengal",22.957288,88.395641
BARYAL HIMACHAL,BRHL,NR,,Himachal Pradesh,"Baryal, Himachal Pradesh",32.025465000000004,76.100072
Challakere,CHKE,SWR,MYS,Karnataka,"Chitradurga, Karnataka",14.315154,76.66001700000001
BORIDAND,BRND,SECR,BSP,Madhya Pradesh,"Shahdol, Madhya Pradesh",23.267799,82.178765
Chirmiri,CHRM,SECR,BSP,Chhattisgarh,"Chirimiri, Chhattisgarh",23.1894855,82.34955079999999
BHOPALKA,BPKA,WR,RAJKOT,Gujarat,"Jamnagar, Gujarat",22.1227803,69.3687405
BHAIRANAYAKANAH,BNKH,SWR,,Karnataka,"State Highway 74, Karnataka",13.194258,77.38339300000001
ALANDI,ALN,CR,PUNE,Maharashtra,"Ramdara Rd, Maharashtra",18.451229,74.09309499999999
BRAYLA CHAURASI,BRLA,WR,RATLAM,Madhya Pradesh,"Badayla Chorasi Rd, Madhya Pradesh",23.5556827445,75.0927610413
Bhagwangola,BQG,ER,SDAH,West Bengal,"Station Rd, West Bengal",24.333178,88.309816
Barelipur,BQM,CR,,Madhya Pradesh,"Nayagaon, Madhya Pradesh",22.051583,78.407732
BANNI KOPPA,BNA,SWR,UBL,Karnataka,"National Highway 63, Karnataka",15.40662732,75.94180892
BHIKNUR,BKU,SCR,HYB,Andhra Pradesh,"Nizamabad, Andhra Pradesh",18.1644907169,78.39915082280001
BOLSA,BLSA,SCR,HYB,Maharashtra,"Dharmabad, Maharashtra",19.0012905282,77.7029205847
BIMBARI,BMBE,SCR,NED,Maharashtra,"Bhokar, Maharashtra",19.164065,77.631226
BHOKAR,BOKR,SCR,NED,Maharashtra,"Bhokar, Maharashtra",19.213965,77.666535
CHHABRA GUGOR,CAG,WCR,KOTA,Rajasthan,"Baran, Rajasthan",24.680339,76.850989
CHAJAWA,CJW,WCR,KOTA,Rajasthan,"Baren, Rajasthan",25.008594,76.580569
Baikunth,BKTW,,,,,21.489691,81.777975
ADILABAD,ADB,SCR,NED,Andhra Pradesh,"Adilabad, Andhra Pradesh",19.680104,78.535285
BAGPAT ROAD,BPM,NR,DLI,Uttar Pradesh,"Bagpat, Uttar Pradesh",28.957503,77.272589
Chinnaravuru,CIV,SCR,GNT,Andhra Pradesh,"Tenali, Andhra Pradesh",16.224010999999997,80.655843
CHIPLUN,CHI,KR,,Maharashtra,"Chiplun, Maharashtra",17.542507399999998,73.522429
KANNUR,CAN,SR,PGT,Kerala,"Kannur, Kerala",11.8706942,75.3683267
Barnagar,BNG,WR,RATLAM,Madhya Pradesh,"Barnagar, Madhya Pradesh",23.0304117,75.6111208
Madanapalle Road,MPL,SCR,GTL,Andhra Pradesh,"Madanapalle Road Station, Andhra Pradesh",13.644442,78.55442400000001
BAGRAKOT,BRQ,NFR,APDJ,West Bengal,"National Highway 31, West Bengal",26.87063169,88.58596154
BANARHAT,BNQ,NFR,APDJ,West Bengal,"National Highway 31C, West Bengal",26.797885,89.025682
Bridgemanganj,BMJ,NER,LJN,Uttar Pradesh,"Bridgmanganj, Uttar Pradesh",27.195537,83.197098
Bahraich,BRK,NER,LJN,Uttar Pradesh,"Bahraich, Uttar Pradesh",27.581536,81.6075183
Barmi,BRMX,NR,,Uttar Pradesh,"Barmi, Uttar Pradesh",27.489413,80.56082099999999
Bhiwani,BNW,NWR,BKN,Haryana,"Bhiwani, Haryana",28.7984261,76.1255797
Banbasa,BNSA,NER,IZN,Uttarakhand,"H01, Uttarakhand",28.991685,80.0732101
Basirhat,BSHT,ER,,West Bengal,"Basirhat, West Bengal",22.650516,88.86896
CHAMRUA,CHRU,NER,IZN,Uttarakhand,"Chamrua, Uttarakhand",28.796206,79.13898800000001
ANANDTANDAVPUR,ANP,SR,TPJ,Tamil Nadu,"Uluthakuppai, Tamil Nadu",11.143966349,79.6576745148
ANGADGERI HALT,ANGR,SWR,,Karnataka,"Angadgeri, Karnataka",16.451873659999997,75.84589116000001
ARALVAYMOZHI,AAY,SR,TVC,Tamil Nadu,"Dist. Kanniyakumari, Tamil Nadu",8.2494513612,77.5292646945
Akelahanspur Halt,ALNP,NER,,Uttar Pradesh,"Akelahanspur, Uttar Pradesh",28.34054,80.31557099999999
BHABHAR,BAH,WR,AHMEDABAD,Gujarat,"SH 72, Gujarat",24.06528,71.615774
ARAON,AON,NCR,,Uttar Pradesh,"Araon, Uttar Pradesh",27.114343,78.692248
BAZARSAU,BZLE,ER,HWH,West Bengal,"Bazarsau, West Bengal",23.8757926,88.1828793
CHEPPAD HALT,CHPD,SR,TVC,Kerala,"Cheppad Railway Station Rd, Kerala",9.232679,76.47674199999999
CHHIDGAON,CGO,WCR,,Madhya Pradesh,"Harda, Madhya Pradesh",22.406953,77.314105
Adraj Moti,AJM,WR,,Gujarat,"Adraj Moti, Gujarat",23.258801,72.565608
CHIKODI ROAD,CKR,SWR,UBL,Karnataka,"Belagavi, Karnataka",16.3690477592,74.76949432980001
VASAI ROAD,BSR,WR,,Maharashtra,"Thane Dist., Maharashtra",19.3824486,72.8322217
ARBAGATTA HALT,ABGT,SWR,,Karnataka,"State Highway 47, Karnataka",13.907468,76.13497100000001
BISHNATHGANJ,BTJ,NR,,Uttar Pradesh,"Pratapgarh, Uttar Pradesh",25.801897,81.935379
BADAUSA,BUS,NCR,JHS,Uttar Pradesh,"National Highway 76, Uttar Pradesh",25.248423000000003,80.651011
ANCHURI,ANCR,SER,,West Bengal,"National Highway 60A, West Bengal",23.283904,86.993174
Bharwa Sumerpur,BSZ,NCR,JHS,Uttar Pradesh,"Hamirpur, Uttar Pradesh",25.825413,80.167419
Baneswar,BSW,NFR,APDJ,West Bengal,"Baneswar, West Bengal",26.388205,89.494466
PATAN,PTN,WR,AHMEDABAD,Gujarat,"Patan, Gujarat",23.853292,72.13167200000001
Adgaon Buzurg,ABZ,SCR,,Maharashtra,"Akola, Maharashtra",21.123876,76.955924
ADARI ROAD,ADE,WR,BHAVNAGAR,Gujarat,"kadukada to railway fatak, Gujarat",20.986795,70.330818
Amritapura,AMC,SWR,MYS,Karnataka,"State Highway 48, Karnataka",14.1395487324,76.24556342560001
CHUDA,CDA,WR,BHAVNAGAR,Gujarat,"State Highway 38, Gujarat",22.4952113502,71.7500982013
ANKUSPUR,AKS,NER,BSB,Uttar Pradesh,"National Highway 29, Uttar Pradesh",25.5713190547,83.4940121521
ANJANI,ANO,KR,,Maharashtra,"Anjani, Maharashtra",17.620604999999998,73.399308
Alipur Duar Court,APDC,NFR,,West Bengal,"Alipur Duar, West Bengal",26.499255,89.526808
CHANDKHERA ROAD,CDK,WR,AHMEDABAD,Gujarat,"Ahmedabad, Gujarat",23.111868,72.563224
CHINNADAGUDI,CGHD,SWR,,Karnataka,"Nanjungudu-Chamarajanagara Rd, Karnataka",12.084594,76.732445
CHARAMULA KUSUM,CJS,ECoR,WAT,Chhattisgarh,"Bhansuli Kotpad PMGSY Rd, Chhattisgarh",19.020403,82.401044
Bettadnagenhali,BTGH,SWR,,Karnataka,"Amritapura, Karnataka",14.1738302683,76.2593350818
Mandi Adampur,ADR,NWR,BKN,Haryana,"Hisar, Haryana",29.283136,75.468851
Bisalpur,BSUR,NER,IZN,Uttar Pradesh,"Bisalpur, Uttar Pradesh",28.290516,79.812599
Annechakanahali,ANC,SWR,,Karnataka,"Annechakanahali, Karnataka",12.7379,76.282814
Chinnekuntapali,CCI,SCR,GTL,Andhra Pradesh,"Chennai - Anantpur Rd, Andhra Pradesh",14.4427884187,77.8420563
Bitrol,BTRI,NER,IZN,Uttar Pradesh,"State Highway 33, Uttar Pradesh",27.984069,78.92398
Angadi,AGCI,WR,,Gujarat,"National Highway 59, Gujarat",22.806751,73.282558
Amlori Sarsar,ALS,NER,BSB,Bihar,"Siwan, Bihar",26.2947140024,84.3455775659
BAHAWAL BASI,BFE,NR,,Punjab,"National Highway 15, Punjab",30.147265,74.279311
ASOKHAR,AXK,NCR,,Madhya Pradesh,"State Highway 19, Madhya Pradesh",26.525539,78.55585400000001
AMARSAR,AXA,WR,RAJKOT,Gujarat,"Rajkot, Gujarat",22.585991,70.91711000000001
BENL,BENL,SWR,,Karnataka,"Dam Inspection Rd, Karnataka",16.384407,75.882249
BODARWAR,BBW,NER,BSB,Uttar Pradesh,"State Highway 64, Uttar Pradesh",26.8780004923,83.6381910315
Bajakare Halt,BAJE,SWR,,Karnataka,"Panja Kadaba Rd, Karnataka",12.720476,75.508955
AMMUGUDA,AMQ,SCR,,Andhra Pradesh,"Secunderabad, Andhra Pradesh",17.487039,78.527215
BABRALA,BBA,NR,MB,Uttar Pradesh,"Babrala, Uttar Pradesh",28.2664932,78.4034137
ALWAL,ALW,SCR,,Andhra Pradesh,"Secunderabad, Andhra Pradesh",17.505779,78.515006
ATARRA,ATE,NCR,JHS,Uttar Pradesh,"Dist. Banda(05192-224813), Uttar Pradesh",25.291367,80.576491
ALAWALPUR,AWL,NR,FZR,Punjab,"Jalandhar, Punjab",31.425164,75.642236
AYYAMPET,AZP,SR,,Tamil Nadu,"Ayyampet, Tamil Nadu",10.896267,79.206701
ARSIKERE JN,ASK,SWR,MYS,Karnataka,"Arasikere, Karnataka",13.314425,76.2520848
BUDALUR,BAL,SR,TPJ,Tamil Nadu,"SH 99, Tamil Nadu",10.782843000000002,78.981443
BARAN,BAZ,WCR,KOTA,Rajasthan,"Baran, Rajasthan",25.0967701,76.50512839999999
ARAVALI ROAD,AVRD,KR,,Maharashtra,"Kochi - Panavel Rd, Maharashtra",17.316531,73.53816
Barua Bamungaon,BBGN,NFR,TSK,Assam,"Barua Bamungaon, Assam",26.662157,93.944693
Anantnag,ANT,NR,FZR,Jammu And Kashmir,"Anantnag, Jammu and Kashmir",33.738534244499846,75.10713108815253
Badalpur Ph,BDPA,,,West Bengal,"State Highway 4, West Bengal",21.710487,87.616227
Auvaneeswaram,AVS,SR,MDU,Kerala,"Avaneeswaram Pathanapuram Rd, Kerala",9.036513,76.852807
Bodhan,BDHN,SCR,HYB,Andhra Pradesh,"Bodhan, Andhra Pradesh",18.645933,77.8881657
Baseri,BED,NCR,AGC,Uttar Pradesh,"Baseri, Uttar Pradesh",26.74699159,77.54301509999999
Badhai Balamgarh Halt,BDBG,NR,,Punjab,"Badhai Balamgarh, Punjab",30.459894,74.460168
Aravankadu,AVK,SR,SA,Tamil Nadu,"Dist. Nilgiris, Tamil Nadu",11.359124,76.769203
Atwa Muthia Halt,ATW,NR,,Uttar Pradesh,"Atwa Muthia, Uttar Pradesh",27.27399,80.415479
Bangarmau,BGMU,NR,MB,Uttar Pradesh,"Bangarmau, Uttar Pradesh",26.89181589,80.22205951000001
Bacheli,BCHL,ECoR,WAT,Chhattisgarh,"Dhurli-Basenpur Rd, Chhattisgarh",18.703461,81.238534
Barabar Halt,BBHT,,,Bihar,"Vanavar Halt, Bihar",25.0558596095,84.9743682056
Bhoras Budrukh,BFJ,CR,,Maharashtra,"Kargaon Tanda-Chalisgaon Rd, Maharashtra",20.538301,75.01429200000001
Baral,BARL,NR,MB,Uttar Pradesh,"State Highway 18, Uttar Pradesh",28.494092,77.80997500000001
Badabandha Road,BDBA,ECoR,KUR,Odisha,"Badabandha, Orissa",20.276721,86.519951
Bara Gudah,BGD,NWR,BKN,Haryana,"Bara Gudha, Haryana",29.697657,75.00164099999999
BAJALTA,BLA,NR,FZR,Jammu And Kashmir,"Khana Chorgol, Jammu and Kashmir",32.762368,74.953339
BHATEL,BHTL,WR,RAJKOT,Gujarat,"Jamnagar, Gujarat",22.1640963,69.4936287
TALLI SAIDASAHU,TSS,NR,FZR,Punjab,"Talhi Saidasahu, Punjab",31.03264,74.748404
